Date,Year,Month,State,Sales Method,Product,Gender,Type,SubType,Price per Unit,Units Sold,Revenue
2020-03-14,2020,March,Nevada,Outlet,Women's Apparel,Women,Apparel,Apparel,56,17,952
2020-03-14,2020,March,New York,Online,Men's Apparel,Men,Apparel,Apparel,58,23,1334
2020-03-14,2020,March,New York,Outlet,Men's Apparel,Men,Apparel,Apparel,106,121,12826
2020-03-15,2020,March,Nevada,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,30,43,1290
2020-03-15,2020,March,Nevada,Online,Men's Street Footwear,Men,Footwear,Street Footwear,28,12,336
2020-03-15,2020,March,Nevada,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,20,15,300
2020-03-15,2020,March,New York,Online,Women's Apparel,Women,Apparel,Apparel,61,29,1769
2020-03-15,2020,March,New York,Outlet,Women's Apparel,Women,Apparel,Apparel,112,145,16240
2020-03-16,2020,March,Nevada,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,40,43,1720
2020-03-16,2020,March,Nevada,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,38,12,456
2020-03-16,2020,March,Nevada,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,31,15,465
2020-03-16,2020,March,New York,Online,Men's Street Footwear,Men,Footwear,Street Footwear,58,33,1914
2020-03-16,2020,March,New York,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,101,163,16463
2020-03-17,2020,March,Nevada,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,40,43,1720
2020-03-17,2020,March,Nevada,Online,Women's Street Footwear,Women,Footwear,Street Footwear,39,12,468
2020-03-17,2020,March,Nevada,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,26,13,338
2020-03-17,2020,March,New York,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,53,31,1643
2020-03-17,2020,March,New York,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,92,139,12788
2020-03-18,2020,March,Nevada,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,28,1120
2020-03-18,2020,March,Nevada,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,38,7,266
2020-03-18,2020,March,Nevada,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,26,10,260
2020-03-18,2020,March,New York,Online,Women's Street Footwear,Women,Footwear,Street Footwear,45,26,1170
2020-03-18,2020,March,New York,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,87,126,10962
2020-03-19,2020,March,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,45,23,1035
2020-03-19,2020,March,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,41,6,246
2020-03-20,2020,March,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,40,48,1920
2020-03-20,2020,March,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,37,13,481
2020-03-21,2020,March,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,30,53,1590
2020-03-21,2020,March,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,27,13,351
2020-03-22,2020,March,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,40,43,1720
2020-03-22,2020,March,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,38,11,418
2020-03-23,2020,March,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,40,43,1720
2020-03-23,2020,March,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,38,12,456
2020-03-24,2020,March,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,28,1120
2020-03-24,2020,March,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,36,7,252
2020-03-25,2020,March,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,45,20,900
2020-03-25,2020,March,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,43,6,258
2020-03-26,2020,March,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,40,40,1600
2020-03-26,2020,March,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,37,12,444
2020-03-27,2020,March,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,40,55,2200
2020-03-27,2020,March,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,37,17,629
2020-03-28,2020,March,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,40,2000
2020-03-28,2020,March,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,48,11,528
2020-03-29,2020,March,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,55,40,2200
2020-03-29,2020,March,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,51,12,612
2020-03-30,2020,March,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,55,30,1650
2020-03-30,2020,March,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,51,9,459
2020-03-31,2020,March,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,60,15,900
2020-03-31,2020,March,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,56,4,224
2020-03-31,2020,March,New York,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,47,24,1128
2020-03-31,2020,March,New York,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,90,125,11250
2020-04-01,2020,April,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,55,35,1925
2020-04-01,2020,April,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,52,10,520
2020-04-02,2020,April,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,53,3180
2020-04-02,2020,April,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,55,13,715
2020-04-03,2020,April,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,65,33,2145
2020-04-03,2020,April,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,59,9,531
2020-04-04,2020,April,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,65,38,2470
2020-04-04,2020,April,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,61,11,671
2020-04-05,2020,April,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,60,28,1680
2020-04-05,2020,April,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,56,7,392
2020-04-06,2020,April,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,65,18,1170
2020-04-06,2020,April,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,62,4,248
2020-04-07,2020,April,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,80,33,2640
2020-04-07,2020,April,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,72,10,720
2020-04-08,2020,April,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,53,3180
2020-04-08,2020,April,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,55,13,715
2020-04-09,2020,April,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,65,38,2470
2020-04-09,2020,April,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,60,11,660
2020-04-10,2020,April,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,65,38,2470
2020-04-10,2020,April,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,59,10,590
2020-04-11,2020,April,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,60,28,1680
2020-04-11,2020,April,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,58,7,406
2020-04-12,2020,April,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,65,18,1170
2020-04-12,2020,April,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,63,4,252
2020-04-13,2020,April,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,80,48,3840
2020-04-13,2020,April,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,74,13,962
2020-04-14,2020,April,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,73,4380
2020-04-14,2020,April,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,54,19,1026
2020-04-15,2020,April,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,65,58,3770
2020-04-15,2020,April,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,59,14,826
2020-04-16,2020,April,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,65,58,3770
2020-04-16,2020,April,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,64,15,960
2020-04-17,2020,April,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,65,45,2925
2020-04-17,2020,April,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,62,14,868
2020-04-17,2020,April,New York,Online,Men's Apparel,Men,Apparel,Apparel,54,27,1458
2020-04-17,2020,April,New York,Outlet,Men's Apparel,Men,Apparel,Apparel,103,118,12154
2020-04-18,2020,April,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,70,33,2310
2020-04-18,2020,April,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,66,9,594
2020-04-18,2020,April,New York,Online,Women's Apparel,Women,Apparel,Apparel,62,29,1798
2020-04-18,2020,April,New York,Outlet,Women's Apparel,Women,Apparel,Apparel,113,144,16272
2020-04-19,2020,April,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,85,63,5355
2020-04-19,2020,April,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,83,18,1494
2020-04-19,2020,April,New York,Online,Men's Street Footwear,Men,Footwear,Street Footwear,56,36,2016
2020-04-19,2020,April,New York,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,99,161,15939
2020-04-20,2020,April,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,65,78,5070
2020-04-20,2020,April,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,64,20,1280
2020-04-20,2020,April,New York,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,27,1350
2020-04-20,2020,April,New York,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,98,135,13230
2020-04-21,2020,April,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,70,63,4410
2020-04-21,2020,April,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,67,19,1273
2020-04-21,2020,April,New York,Online,Women's Street Footwear,Women,Footwear,Street Footwear,47,27,1269
2020-04-21,2020,April,New York,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,86,125,10750
2020-04-22,2020,April,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,70,58,4060
2020-04-22,2020,April,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,67,16,1072
2020-04-22,2020,April,New York,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,47,25,1175
2020-04-22,2020,April,New York,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,84,121,10164
2020-04-23,2020,April,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,65,48,3120
2020-04-23,2020,April,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,61,14,854
2020-04-23,2020,April,New York,Online,Men's Apparel,Men,Apparel,Apparel,58,25,1450
2020-04-23,2020,April,New York,Outlet,Men's Apparel,Men,Apparel,Apparel,104,122,12688
2020-04-24,2020,April,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,70,53,3710
2020-04-24,2020,April,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,67,13,871
2020-04-24,2020,April,Florida,In-store,Men's Apparel,Men,Apparel,Apparel,115,141,16215
2020-04-24,2020,April,Florida,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,155,234,36270
2020-04-24,2020,April,Florida,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,160,318,50880
2020-04-24,2020,April,Florida,In-store,Women's Apparel,Women,Apparel,Apparel,110,163,17930
2020-04-24,2020,April,Florida,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,90,135,12150
2020-04-24,2020,April,Florida,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,85,148,12580
2020-04-24,2020,April,Florida,Online,Men's Apparel,Men,Apparel,Apparel,110,40,4400
2020-04-24,2020,April,Florida,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,149,61,9089
2020-04-24,2020,April,Florida,Online,Men's Street Footwear,Men,Footwear,Street Footwear,149,85,12665
2020-04-24,2020,April,Florida,Online,Women's Apparel,Women,Apparel,Apparel,108,46,4968
2020-04-24,2020,April,Florida,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,87,37,3219
2020-04-24,2020,April,Florida,Online,Women's Street Footwear,Women,Footwear,Street Footwear,79,39,3081
2020-04-24,2020,April,New York,Online,Women's Apparel,Women,Apparel,Apparel,59,28,1652
2020-04-24,2020,April,New York,Outlet,Women's Apparel,Women,Apparel,Apparel,110,135,14850
2020-04-25,2020,April,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,85,53,4505
2020-04-25,2020,April,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,78,14,1092
2020-04-25,2020,April,New York,Online,Men's Apparel,Men,Apparel,Apparel,64,24,1536
2020-04-25,2020,April,New York,Outlet,Men's Apparel,Men,Apparel,Apparel,116,117,13572
2020-04-26,2020,April,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,70,73,5110
2020-04-26,2020,April,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,63,20,1260
2020-04-26,2020,April,New York,Online,Women's Apparel,Women,Apparel,Apparel,68,29,1972
2020-04-26,2020,April,New York,Outlet,Women's Apparel,Women,Apparel,Apparel,120,133,15960
2020-04-27,2020,April,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,75,68,5100
2020-04-27,2020,April,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,73,19,1387
2020-04-27,2020,April,New York,Online,Men's Street Footwear,Men,Footwear,Street Footwear,60,30,1800
2020-04-27,2020,April,New York,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,111,155,17205
2020-04-28,2020,April,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,70,55,3850
2020-04-28,2020,April,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,67,14,938
2020-04-28,2020,April,New York,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,53,27,1431
2020-04-28,2020,April,New York,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,95,129,12255
2020-04-29,2020,April,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,70,50,3500
2020-04-29,2020,April,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,63,14,882
2020-04-29,2020,April,New York,Online,Women's Street Footwear,Women,Footwear,Street Footwear,52,26,1352
2020-04-29,2020,April,New York,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,98,121,11858
2020-04-30,2020,April,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,75,50,3750
2020-04-30,2020,April,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,74,14,1036
2020-04-30,2020,April,New York,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,25,1250
2020-04-30,2020,April,New York,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,96,117,11232
2020-05-01,2020,May,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,80,40,3200
2020-05-01,2020,May,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,74,10,740
2020-05-01,2020,May,New York,Online,Men's Apparel,Men,Apparel,Apparel,64,25,1600
2020-05-01,2020,May,New York,Outlet,Men's Apparel,Men,Apparel,Apparel,112,116,12992
2020-05-02,2020,May,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,65,60,3900
2020-05-02,2020,May,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,59,16,944
2020-05-02,2020,May,New York,Online,Women's Apparel,Women,Apparel,Apparel,66,26,1716
2020-05-02,2020,May,New York,Outlet,Women's Apparel,Women,Apparel,Apparel,123,130,15990
2020-05-03,2020,May,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,70,60,4200
2020-05-03,2020,May,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,69,17,1173
2020-05-03,2020,May,New York,Online,Men's Street Footwear,Men,Footwear,Street Footwear,62,31,1922
2020-05-03,2020,May,New York,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,113,162,18306
2020-05-04,2020,May,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,65,45,2925
2020-05-04,2020,May,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,60,11,660
2020-05-04,2020,May,New York,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,51,30,1530
2020-05-04,2020,May,New York,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,98,131,12838
2020-05-05,2020,May,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,65,40,2600
2020-05-05,2020,May,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,59,10,590
2020-05-05,2020,May,New York,Online,Women's Street Footwear,Women,Footwear,Street Footwear,54,29,1566
2020-05-05,2020,May,New York,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,97,128,12416
2020-05-06,2020,May,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,75,40,3000
2020-05-06,2020,May,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,74,12,888
2020-05-06,2020,May,New York,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,54,23,1242
2020-05-06,2020,May,New York,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,96,121,11616
2020-05-07,2020,May,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,70,43,3010
2020-05-07,2020,May,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,65,11,715
2020-05-07,2020,May,New York,Online,Men's Apparel,Men,Apparel,Apparel,60,26,1560
2020-05-07,2020,May,New York,Outlet,Men's Apparel,Men,Apparel,Apparel,113,118,13334
2020-05-08,2020,May,Colorado,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,55,53,2915
2020-05-08,2020,May,Colorado,Online,Men's Street Footwear,Men,Footwear,Street Footwear,51,14,714
2020-05-09,2020,May,Colorado,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,60,53,3180
2020-05-09,2020,May,Colorado,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,54,15,810
2020-05-10,2020,May,Colorado,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,55,35,1925
2020-05-10,2020,May,Colorado,Online,Women's Street Footwear,Women,Footwear,Street Footwear,51,10,510
2020-05-11,2020,May,Colorado,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,55,33,1815
2020-05-11,2020,May,Colorado,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,53,9,477
2020-05-12,2020,May,Colorado,In-store,Men's Apparel,Men,Apparel,Apparel,65,30,1950
2020-05-12,2020,May,Colorado,Online,Men's Apparel,Men,Apparel,Apparel,64,8,512
2020-05-13,2020,May,Colorado,In-store,Women's Apparel,Women,Apparel,Apparel,70,35,2450
2020-05-13,2020,May,Colorado,Online,Women's Apparel,Women,Apparel,Apparel,65,11,715
